Feature ID	Taxon	Confidence
eb8e7889d5855174511035eb290a1c3c	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Porphyromonas;s__sp._HMT_930	0.9974630779243524
469dae3372d57091f18ce4467c400fab	k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium;s__sp._HMT_370	0.8000567933215892
3bd2d78b12ef4016ae087235911a8532	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Porphyromonadaceae;g__Tannerella;s__sp._HMT_286	0.8928583388200731
9fa2532c5454830e727bffaff565ba68	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella	0.9999964821178264
052f4f1f413e2652f799bace03e5efd1	k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia	0.9999989339035944
020dc862446d8556956ac82aed7f2c8b	k__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella;s__denticariosi	0.9279390058625155
1231b45c8d7b655fbb47b6e3de4e66e8	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria	0.9961792351746956
c7793e767e944297939df68d55906ab5	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Neisseriales;f__Neisseriaceae;g__Neisseria	0.9996443420602649
789445d0f644520142f9b9a4237851c7	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium	0.9982092603981063
9c050f71b940e098d719366cf77492b7	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Gemellaceae;g__Gemella;s__haemolysans	0.9143617527831918
df058649b19785a92a252357b03ef2d9	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Gemellaceae;g__Gemella	0.9991313585495756
3f55253b6aac13901d2568058cf1eae6	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Cardiobacteriales;f__Cardiobacteriaceae;g__Cardiobacterium;s__hominis	0.9956659449729812
581ca55dcf9642ff99f0a5b5b45f8f28	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__histicola	0.9062757236895063
3aa2fcfaae26d3897306485539245a6c	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__melaninogenica	0.988661603990416
95ffee8f06210cf2c951e9e639622376	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminococcaceae_[G-1];s__[G-1]_bacterium_HMT_075	0.9999999995356461
43e34026917cc24ed764d4c71d15685f	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium	0.9981051247848878
dfe2507bf6dcc13a6d5ed3685bd22ea0	k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Leptotrichia;s__sp._HMT_417	0.821869283070797
1b5f2306ec598fb28c04c615af580429	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__dentocariosa	0.963611295469684
cadcb8eada9b5173fc176c297e48d92d	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Bacteroidales_[F-2];g__Bacteroidales_[G-2];s__[G-2]_bacterium_HMT_274	0.9999389832753448
8dca03349e17d0bba1d38fc01c34a0a2	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Micrococcaceae;g__Rothia;s__dentocariosa	0.9617836981418926
2bed3907f0ae3a5d08ecf37b3fb739dd	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Gemellaceae;g__Gemella;s__haemolysans	0.9143622358070631
